row,uri,label,resource,dbpl,score,combined,editdist,altLabel,definition
68,http://purl.dataone.org/odo/ECSO_00000311,Population,http://dbpedia.org/resource/Population,Population,1.3862944,13.862944,0,"Population, Theories of","A population is a summation of all the organisms of the same group or species, which live in a particular geographical area, and have the capability of interbreeding.In ecology, the population of a certain species in a certain area is estimated using the Lincoln Index. The area that is used to define a sexual population is defined as the area where inter-breeding is potentially possible between any pair within the area."
67,http://purl.dataone.org/odo/ECSO_00000311,Population,http://dbpedia.org/resource/Population,Population,1.3862944,13.862944,0,Population,"A population is a summation of all the organisms of the same group or species, which live in a particular geographical area, and have the capability of interbreeding.In ecology, the population of a certain species in a certain area is estimated using the Lincoln Index. The area that is used to define a sexual population is defined as the area where inter-breeding is potentially possible between any pair within the area."
66,http://purl.dataone.org/odo/ECSO_00000311,Population,http://dbpedia.org/resource/Population,Population,1.3862944,13.862944,0,Liczba ludności,"A population is a summation of all the organisms of the same group or species, which live in a particular geographical area, and have the capability of interbreeding.In ecology, the population of a certain species in a certain area is estimated using the Lincoln Index. The area that is used to define a sexual population is defined as the area where inter-breeding is potentially possible between any pair within the area."
65,http://purl.dataone.org/odo/ECSO_00000311,Population,http://dbpedia.org/resource/Population,Population,1.3862944,13.862944,0,Populationism,"A population is a summation of all the organisms of the same group or species, which live in a particular geographical area, and have the capability of interbreeding.In ecology, the population of a certain species in a certain area is estimated using the Lincoln Index. The area that is used to define a sexual population is defined as the area where inter-breeding is potentially possible between any pair within the area."
111,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Флуоресценция,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
112,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Fluorescentie,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
113,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Fluorescer,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
114,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Fluoresce,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
140,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Eco-system,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
139,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecosystem,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
138,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,生態系,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
137,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecosytem,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
136,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Biosystem,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
135,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,生态系统,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
134,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,نظام بيئي,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
133,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Экосистема,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
132,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecological system,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
131,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ekosystem,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
130,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Eco-systems,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
129,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecosystem dynamics,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
249,http://purl.dataone.org/odo/ECSO_00000325,Carbonate,http://dbpedia.org/resource/Carbonate,Carbonate,1.3862944,13.862944,0,Carbonate,"In chemistry, a carbonate is a salt of carbonic acid, characterized by the presence of the carbonate ion, CO2−3."
128,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecossistema,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
127,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Tropical ecosystem,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
126,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecosistema,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
125,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecosysytem,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
124,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecological systems,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
123,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecosysteem,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
122,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Écosystème,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
121,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ökosystem,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
120,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Florescent,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
119,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Biofluorescence,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
118,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Fluorescência,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
117,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Fluorescenza,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
116,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Neon color,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
115,http://purl.dataone.org/odo/ECSO_00000558,Fluorescence,http://dbpedia.org/resource/Fluorescence,Fluorescence,1.3862944,13.862944,0,Fluorescent,"Fluorescence is the emission of light by a substance that has absorbed light or other electromagnetic radiation. It is a form of luminescence. In most cases, the emitted light has a longer wavelength, and therefore lower energy, than the absorbed radiation."
64,http://purl.dataone.org/odo/ECSO_00000311,Population,http://dbpedia.org/resource/Population,Population,1.3862944,13.862944,0,Population,"A population is a summation of all the organisms of the same group or species, which live in a particular geographical area, and have the capability of interbreeding.In ecology, the population of a certain species in a certain area is estimated using the Lincoln Index. The area that is used to define a sexual population is defined as the area where inter-breeding is potentially possible between any pair within the area."
62,http://purl.dataone.org/odo/ECSO_00000311,Population,http://dbpedia.org/resource/Population,Population,1.3862944,13.862944,0,Theories of Population,"A population is a summation of all the organisms of the same group or species, which live in a particular geographical area, and have the capability of interbreeding.In ecology, the population of a certain species in a certain area is estimated using the Lincoln Index. The area that is used to define a sexual population is defined as the area where inter-breeding is potentially possible between any pair within the area."
142,http://purl.dataone.org/odo/ECSO_00000309,Ecosystem,http://dbpedia.org/resource/Ecosystem,Ecosystem,1.3862944,13.862944,0,Ecosistema,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows."
16,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Phycophyta,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
29,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,Дерево,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
28,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,Treed,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
27,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,Drzewo,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
26,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,Baum,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
25,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,شجرة,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
24,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,木,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
23,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,🌳,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
22,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Alge,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
21,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Alga,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
20,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,طحالب,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
19,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Alga,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
18,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Pond scum,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
17,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Alga,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
15,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Algue,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
61,http://purl.dataone.org/odo/ECSO_00000311,Population,http://dbpedia.org/resource/Population,Population,1.3862944,13.862944,0,Popolazione,"A population is a summation of all the organisms of the same group or species, which live in a particular geographical area, and have the capability of interbreeding.In ecology, the population of a certain species in a certain area is estimated using the Lincoln Index. The area that is used to define a sexual population is defined as the area where inter-breeding is potentially possible between any pair within the area."
14,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Dha algal oil,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
13,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Algal groups,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
12,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Водоросли,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
11,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,藻類,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
10,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,藻類,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
9,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Alga,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
8,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Algen,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
7,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Algal,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
6,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Algal proteins,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
5,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Algae,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
4,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Glony,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
3,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Phyco,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
2,http://purl.dataone.org/odo/ECSO_00000570,Algae,http://dbpedia.org/resource/Algae,Algae,1.3862944,13.862944,0,Pondscum,"""Alga"" redirects here. For places called Alga, see Alga (disambiguation). For other uses, see Algae (disambiguation).Algae (/ˈældʒiː/ or /ˈælɡiː/; singular alga /ˈælɡə/) is an informal term for a large, diverse group of eukaryotes that are not necessarily closely related and are thus polyphyletic. Included organisms range from unicellular genera, such as Chlorella and the diatoms, to multicellular forms, such as the giant kelp, a large brown alga that may grow up to 50 meters in length."
30,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,The Parts of a Tree,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
31,http://purl.dataone.org/odo/ECSO_00000501,Tree,http://dbpedia.org/resource/Tree,Tree,1.3862944,13.862944,0,Trees,"In botany, a tree is a perennial plant with an elongated stem, or trunk, supporting branches and leaves in most species. In some usages, the definition of a tree may be narrower, including only woody plants with secondary growth, plants that are usable as lumber or plants above a specified height. Trees are not a taxonomic group but include a variety of plant species that have independently evolved a woody trunk and branches as a way to tower above other plants to compete for sunlight."
